,street,number,postal_code,neighbourhood,region,latitude,longitude,name
1200,Thorvald Meyers gate,23A,555,Fredensborg,Oslo,59.927393,10.758764,Thorvald Meyers gate 23A
1201,Arbeidergata,2,159,hammer,Oslo,59.914499,10.74084,Arbeidergata 2
1202,Parkveien,29,350,Homansbyen,Oslo,59.920433,10.727411,Parkveien 29
1203,Dronningens Gate,19,154,St. Hanshaugen,Oslo,59.911048,10.746737,Dronningens Gate 19
1204,Trondheimsveien,5,560,Enerhaugen,Oslo,59.918179,10.760705,Trondheimsveien 5
1205,Lerkeveien,2G,1053,Ammerud,Oslo,59.947286,10.889356,Lerkeveien 2G
1206,Torggata,16A,181,hammer,Oslo,59.915834,10.75081,Oslo street food Torggata Bad
1207,Kirkeveien,57,368,Majorstuen,Oslo,59.927927,10.71413,Kirkeveien 57
1208,Valkyriegata,3,366,Majorstuen,Oslo,59.928325,10.718482999999999,Valkyriegata 3
1209,Lilleakerveien,16,283,Skøyen,Oslo,59.917405,10.636047,Lilleakerveien 16
1210,Møllergata,23,179,hammer,Oslo,59.915635,10.74856,Møllergata 23
1211,Vestlisvingen,188,969,Romsås,Oslo,59.972458,10.928115,Vestlisvingen 188
1212,Kjelsåsveien,143C,491,Nydalen,Oslo,59.966246,10.781107,Kjelsåsveien 143C
1213,Beverveien,25,596,Erich Mogensøns Vei,Oslo,59.942815,10.848722,Beverveien 25
1214,Torggata,11,181,hammer,Oslo,59.914047,10.748477,Torggata 11
1215,Parkveien,64,254,Ruselokka,Oslo,59.914373,10.721731,Parkveien 64
1216,Josefines Gate,36,351,Homansbyen,Oslo,59.921636,10.723583,Josefines Gate 36
1217,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
1218,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1219,Elisenbergveien,19A,265,Gimlé,Oslo,59.918675,10.705854,Elisenbergveien 19A
1220,Hallagerbakken,108,1256,Holmlia,Oslo,59.84137,10.792825,Hallagerbakken 108
1221,,,0,Homansbyen,Oslo,59.920737,10.727058,Parkveien 27-31
1222,Frognerveien,67,266,Briskeby,Oslo,59.923972,10.702639,Frognerveien 67
1223,Colletts Gate,33,169,Bislett,Oslo,59.927067,10.73827,Colletts Gate 33
1224,Stranden,1,250,Aker Brygge,Oslo,59.910504,10.728505,Stranden 1
1225,Ullevålsveien,81,454,Bislett,Oslo,59.931678,10.735438,Ullevålsveien 81
1226,Maridalsveien,154,461,Torshov,Oslo,59.937679,10.756134,Maridalsveien 154
1227,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
1228,,,0,St. Hanshaugen,Oslo,59.912069,10.75126,Byporten Shopping
1229,Mølleparken,6,459,Torshov,Oslo,59.930179,10.756664,Mølleparken 6
1230,Henrik Ibsens gate,100,255,Ruselokka,Oslo,59.914153,10.718812,Henrik Ibsens gate 100
1231,John Brandts Vei,3,860,Haugerud,Oslo,59.958669,10.730638,John Brandts Vei 3
1232,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1233,Universitetsgata,11,164,hammer,Oslo,59.916706,10.738472999999999,Universitetsgata 11
1234,Mandalls gate,10,190,Vaterland,Oslo,59.911007,10.763015,Mandalls gate 10
1235,Markveien,67A,550,hammer,Oslo,59.918883,10.757044,Markveien 67A
1236,Sagveien,23,459,Torshov,Oslo,59.930993,10.756273,Sagveien 23
1237,Sakariasveien,276,758,,Oslo,60.031229,10.639865,Sakariasveien 276
1238,Frognerstranda,4,250,Skillebekk,Oslo,59.910364,10.705465,Frognerstranda 4
1239,Nordstrandveien,32,1163,Ekebergveien,Oslo,59.861105,10.795853,Nordstrandveien 32
1240,Løchenveien,30B,286,Bygdøy,Oslo,59.903299,10.695308,Løchenveien 30B
1241,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
1242,Sørengkaia,163,194,St. Hanshaugen,Oslo,59.902285,10.752083,Sørengkaia 163
1243,Christian Krohgs gate,43C,186,Enerhaugen,Oslo,59.916436,10.759383,Christian Krohgs gate 43C
1244,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
1245,Øvre Slottsgate,16,157,St. Hanshaugen,Oslo,59.913084,10.742608,Øvre Slottsgate 16
1246,Fridtjof Nansens Plass,2,160,Vika,Oslo,59.912946,10.733441,Fridtjof Nansens Plass 2
1247,Universitetsgata,11,164,hammer,Oslo,59.916706,10.738472999999999,Universitetsgata 11
1248,Vulkan,2,182,Fredensborg,Oslo,59.921365,10.752243,Vulkan 2
1249,Thorvald Meyers gate,61,552,Fredensborg,Oslo,59.922088,10.759126,Thorvald Meyers gate 61
1250,,,0,Manglerud,Oslo,59.88834,10.79765,Vestengveien
1251,Statsråd Mathiesens Vei,12,598,Linderud,Oslo,59.939395,10.830138,Statsråd Mathiesens Vei 12
1252,Silurveien,46,380,Smedstad,Oslo,59.932862,10.656952,Silurveien 46
1253,Torshovgata,7B,476,Torshov,Oslo,59.9336,10.763982,Torshovgata 7B
1254,Garver Ytteborgs Vei,98,977,Høybråten,Oslo,59.953134,10.908127,Garver Ytteborgs Vei 98
1255,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
1256,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
1257,Oberst Rodes vei,79,1165,Ekebergveien,Oslo,59.864059,10.808901,Oberst Rodes vei 79
1258,Vålerenggata,13,657,Gamle Oslo,Oslo,59.907838,10.785645,Vålerenggata 13
1259,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1260,Gunnar Schjelderups vei,4,485,Nydalen,Oslo,59.947502,10.773238,Gunnar Schjelderups vei 4
1261,Josefines gate,23,351,Homansbyen,Oslo,59.923094,10.725904,Josefines gate 23
1262,Galgeberg,3,657,Gamle Oslo,Oslo,59.908139,10.780965,Galgeberg 3
1263,Wergelandsveien,29,167,Homansbyen,Oslo,59.920275,10.728566,Wergelandsveien 29
1264,Kongens Gate,8,153,St. Hanshaugen,Oslo,59.910205,10.7421,Kongens Gate 8
1265,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1266,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
1267,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1268,Dronning Eufemias gate,16,191,Vaterland,Oslo,59.908252,10.758949,Dronning Eufemias gate 16
1269,Opplandgata,19,657,Gamle Oslo,Oslo,59.906493,10.785501,Opplandgata 19
1270,,,0,Briskeby,Oslo,59.927638,10.699109,Nr. 35: Tre gamle kvinner
1271,Nordsetergrenda,13,1161,Ekebergveien,Oslo,59.870417,10.79886,Nordsetergrenda 13
1272,Trondheimsveien,2B,560,Enerhaugen,Oslo,59.918425,10.760401,Trondheimsveien 2B
1273,Operagata,77A,194,Vaterland,Oslo,59.906446,10.759225,Operagata 77A
1274,Kongens Gate,23,153,St. Hanshaugen,Oslo,59.911713,10.743125,Kongens Gate 23
1275,Østensjøveien,79,667,Bryn,Oslo,59.903192,10.822458,Østensjøveien 79
1276,Thorvald Meyers gate,33C,555,Fredensborg,Oslo,59.925827,10.758986,Thorvald Meyers gate 33C
1277,Frognerveien,58,266,Briskeby,Oslo,59.922323,10.704395,Frognerveien 58
1278,Toftes Gate,48,556,Fredensborg,Oslo,59.925891,10.761457,Toftes Gate 48
1279,,,0,Skillebekk,Oslo,59.912165,10.699758,Brygge 8
1280,Rosenkrantz' gate,7,159,hammer,Oslo,59.914691,10.73951,Rosenkrantz' gate 7
1281,Torggata,18,181,hammer,Oslo,59.916126,10.751136,Torggata 18
1282,Hammersborggata,9,181,hammer,Oslo,59.915036,10.752189,Hammersborggata 9
1283,Magnus' gate,2D,650,Grønland,Oslo,59.911239,10.773237,Magnus' gate 2D
1284,Helgesens Gate,14,553,Fredensborg,Oslo,59.924703,10.758331,Helgesens Gate 14
1285,President Harbitz' gate,4,259,Briskeby,Oslo,59.918836,10.715629,President Harbitz' gate 4
1286,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
1287,Thorvald Meyers gate,76A,550,Enerhaugen,Oslo,59.919405,10.759701,Thorvald Meyers gate 76A
1288,Tollbugata,3,152,St. Hanshaugen,Oslo,59.909762,10.747278,Tollbugata 3
1289,Østensjøveien,64,667,Helsfyr,Oslo,59.907649,10.8183,Østensjøveien 64
1290,Vibes gate,11B,356,Bislett,Oslo,59.926517,10.72372,Vibes gate 11B
1291,Thorvald Meyers gate,76A,550,Enerhaugen,Oslo,59.919405,10.759701,Thorvald Meyers gate 76A
1292,Maridalsveien,15,178,Fredensborg,Oslo,59.922647,10.751197,Maridalsveien 15
1293,Stortingsgata,22,161,Vika,Oslo,59.913832,10.734752,Stortingsgata 22
1294,Operagata,61C,194,Vaterland,Oslo,59.906848,10.758055,Operagata 61C
1295,Torggata,27,183,hammer,Oslo,59.916916,10.75331,Torggata 27
1296,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
1297,Lilleakerveien,8,283,Skøyen,Oslo,59.91613,10.636899,Lilleakerveien 8
1298,Sandakerveien,59,477,Torshov,Oslo,59.938435,10.768473,Sandakerveien 59
1299,Oberst Rodes Vei,104,1165,Hauketo,Oslo,59.85672,10.812012,Oberst Rodes Vei 104
1300,,,0,Bryn,Oslo,59.915328,10.827314,Ole Deviks vei 16
1301,Arbeidersamfunnets Plass,1,181,hammer,Oslo,59.915518,10.751805,Arbeidersamfunnets Plass 1
1302,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1303,Vulkan,11,178,Fredensborg,Oslo,59.922666,10.751895,Vulkan 11
1304,Tordenskiolds Gate,1,160,Vika,Oslo,59.913277,10.736424,Tordenskiolds Gate 1
1305,Vulkan,12,178,Fredensborg,Oslo,59.921653,10.751795,Vulkan 12
1306,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
1307,Grev Wedels plass,2,151,St. Hanshaugen,Oslo,59.907189,10.741444,Grev Wedels plass 2
1308,Thorvald Meyers gate,49,555,Fredensborg,Oslo,59.92401,10.758884,Thorvald Meyers gate 49
1309,Feltspatveien,64,1155,Lamberseter,Oslo,59.867472,10.822406,Feltspatveien 64
1310,Torvbakkgata,12,550,hammer,Oslo,59.919699,10.757123,Torvbakkgata 12
1311,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
1312,Ekebergveien,235,1162,Ekebergveien,Oslo,59.861082,10.799914,Ekebergveien 235
1313,Grønlandsleiret,10,190,Vaterland,Oslo,59.912518,10.765009,Grønlandsleiret 10
1314,Ekebergveien,228,1162,Ekebergveien,Oslo,59.861331,10.800955,Ekebergveien 228
1315,Trondheimsveien,6,560,Enerhaugen,Oslo,59.919182,10.763353,Trondheimsveien 6
1316,Nedre Prinsdals Vei,77,1263,Holmlia,Oslo,59.83362,10.807451,Nedre Prinsdals Vei 77
1317,Vækerøveien,207,751,Rud,Oslo,59.948303,10.643922,Vækerøveien 207
1318,Ole Vigs Gate,22,366,Majorstuen,Oslo,59.928427,10.719482,Ole Vigs Gate 22
1319,Fredensborgveien,9B,177,hammer,Oslo,59.91787,10.747492,Fredensborgveien 9B
1320,Veitvetveien,8,596,Erich Mogensøns Vei,Oslo,59.943985,10.847813,Veitvetveien 8
1321,Romsås Senter,1,970,Ammerud,Oslo,59.963161,10.892858,Romsås Senter 1
1322,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
1323,Thorvald Meyers Gate,2,555,Torshov,Oslo,59.930115,10.759986,Thorvald Meyers Gate 2
1324,Søndre Gate,8,550,hammer,Oslo,59.918712,10.758256,Søndre Gate 8
1325,Dronning Eufemias gate,15,194,Vaterland,Oslo,59.907798,10.756419,Dronning Eufemias gate 15
1326,Grønland,14,188,Vaterland,Oslo,59.913129,10.760871,Grønland 14
1327,Tøyenbekken,14,134,Vaterland,Oslo,59.911282,10.760494,Tøyenbekken 14
1328,Grønlandsleiret,15,190,Vaterland,Oslo,59.912256,10.764388,Grønlandsleiret 15
1329,Erich Mogensøns Vei,38,594,Erich Mogensøns Vei,Oslo,59.943242,10.835478,Erich Mogensøns Vei 38
1330,Normannsgata,44,655,Grønland,Oslo,59.911606,10.781575,Normannsgata 44
1331,Brobekkveien,54,598,Linderud,Oslo,59.936258,10.827325,Brobekkveien 54
1332,Frognerstranda,4,250,Skillebekk,Oslo,59.910364,10.705465,Frognerstranda 4
1333,Storgata,25,184,hammer,Oslo,59.914012,10.751187999999999,Storgata 25
1334,Sannergata,13,557,Torshov,Oslo,59.928403,10.763232,Sannergata 13
1335,Nedre Slottsgate,1,157,St. Hanshaugen,Oslo,59.909845,10.740141,Nedre Slottsgate 1
1336,Sommerrogata,17,255,Ruselokka,Oslo,59.914986,10.718172,Sommerrogata 17
1337,Ruseløkkveien,26,251,Vika,Oslo,59.912665,10.726153,Ruseløkkveien 26
1338,Olaf Ryes Plass,4,552,Fredensborg,Oslo,59.922639,10.757073,Olaf Ryes Plass 4
1339,Markveien,35A,554,Fredensborg,Oslo,59.922222,10.757185,Markveien 35A
1340,Fredensborgveien,42,177,hammer,Oslo,59.92039,10.749109,Fredensborgveien 42
1341,Storgata,39,182,hammer,Oslo,59.915126,10.754685,Storgata 39
1342,Thorvald Meyers Gate,48,552,Fredensborg,Oslo,59.922952,10.759809,Thorvald Meyers Gate 48
1343,Sjølyst plass,2,278,Skøyen,Oslo,59.920453,10.68219,Sjølyst plass 2
1344,Haugerudsenteret,1,673,Lindeberg,Oslo,59.922674,10.8564,Haugerudsenteret 1
1345,Storgata,47,182,hammer,Oslo,59.915589,10.755933,Storgata 47
1346,Dronningens Gate,15,152,St. Hanshaugen,Oslo,59.910386,10.746016000000001,Dronningens Gate 15
1347,Skovveien,3,257,Ruselokka,Oslo,59.9159,10.716192,Skovveien 3
1348,Rådhusgata,21,158,Vika,Oslo,59.910626,10.738294,Rådhusgata 21
1349,Grønland,10,188,Vaterland,Oslo,59.913369,10.76013,Grønland 10
1350,Teglverksgata,2,553,Enerhaugen,Oslo,59.923855,10.764673,Teglverksgata 2
1351,Lørenveien,44,585,Økern,Oslo,59.930662,10.793579,Lørenveien 44
1352,Elisenbergveien,22,265,Gimlé,Oslo,59.919033999999996,10.706062,Elisenbergveien 22
1353,,,0,Nydalen,Oslo,59.947002,10.775302,Storo storsenter
1354,Trondheimsveien,16,560,Enerhaugen,Oslo,59.91976,10.765393,Trondheimsveien 16
1355,Munkebekken,180,1061,Ellingsrud,Oslo,59.929488,10.916239,Munkebekken 180
1356,Jacob Fayes vei,5,287,Bygdøy,Oslo,59.902878,10.674047,Jacob Fayes vei 5
1357,Markveien,57,550,hammer,Oslo,59.919955,10.757219,Markveien 57
1358,Storgata,23,184,hammer,Oslo,59.913892,10.75077,Storgata 23
1359,,,0,St. Hanshaugen,Oslo,59.910579,10.74979,Pier 42
1360,Henrik Ibsens gate,100,255,Ruselokka,Oslo,59.914153,10.718812,Henrik Ibsens gate 100
1361,Oscars Gate,19,352,Homansbyen,Oslo,59.922558,10.726777,Oscars Gate 19
1362,Schweigaards Gate,34,191,Vaterland,Oslo,59.910592,10.764933,Schweigaards Gate 34
1363,President Harbitz' gate,4,259,Briskeby,Oslo,59.918836,10.715629,President Harbitz' gate 4
1364,Grønlandsleiret,32,190,Grønland,Oslo,59.91162,10.766986,Grønlandsleiret 32
1365,Dronning Eufemias Gate,28,191,Vaterland,Oslo,59.907732,10.759354,Dronning Eufemias Gate 28
1366,Tryvannsveien,64,791,Lysebu,Oslo,59.985343,10.666594,Tryvannsveien 64
1367,Fjordalléen,4,250,Aker Brygge,Oslo,59.909137,10.725161,Fjordalléen 4
1368,Jernbanetorget,1,154,St. Hanshaugen,Oslo,59.910871,10.750735,Jernbanetorget 1
1369,Stenersgata,10,184,hammer,Oslo,59.91327,10.752612,Stenersgata 10
1370,Trondheimsveien,37,560,Enerhaugen,Oslo,59.921148,10.769711,Trondheimsveien 37
1371,Frognerveien,67,266,Briskeby,Oslo,59.923972,10.702639,Frognerveien 67
1372,Brynsalléen,4,667,Helsfyr,Oslo,59.910739,10.817051,Brynsalléen 4
1373,Selma Ellefsens vei,2,581,Økern,Oslo,59.925423,10.807471,Selma Ellefsens vei 2
1374,Vækerøveien,207,751,Rud,Oslo,59.948303,10.643922,Vækerøveien 207
1375,Tore Hals Mejdells Vei,5,751,Rud,Oslo,59.946176,10.643484,Tore Hals Mejdells Vei 5
1376,Sognsveien,77,855,Sogn,Oslo,59.949923,10.736031,Sognsveien 77
1377,,,0,Briskeby,Oslo,59.927606,10.699016,Nr. 1: Geniemylder
1378,Waldemar Thranes gate,72,175,Fredensborg,Oslo,59.928221,10.750506,Waldemar Thranes gate 72
1379,Grorudveien,5,962,Ammerud,Oslo,59.958631,10.882408,Grorudveien 5
1380,Stranden,3,250,Aker Brygge,Oslo,59.910171,10.727808,Stranden 3
1381,Kongens Gate,10,153,St. Hanshaugen,Oslo,59.910438,10.742321,Kongens Gate 10
1382,,,0,Manglerud,Oslo,59.892383,10.805036,Ryensvingen 5
1383,Bogstadveien,53A,366,Majorstuen,Oslo,59.929534,10.71416,Bogstadveien 53A
1384,Skøyenveien,43,375,Gimlé,Oslo,59.929176,10.687622,Skøyenveien 43
1385,Mariboes Gate,7,183,hammer,Oslo,59.916377,10.750818,Mariboes Gate 7
1386,Holbergs gate,19,166,hammer,Oslo,59.918914,10.733719,Holbergs gate 19
1387,Smalgangen,44,188,Vaterland,Oslo,59.912598,10.761078,Smalgangen 44
1388,Kristian Augusts gate,14,164,hammer,Oslo,59.916326,10.738592,Kristian Augusts gate 14
1389,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
1390,Ole Brumms vei,1,979,Høybråten,Oslo,59.952259,10.910788,Ole Brumms vei 1
1391,Markveien,58,550,hammer,Oslo,59.918985,10.757479,Markveien 58
1392,Stockfleths Gate,51,461,Ila,Oslo,59.936501,10.752521999999999,Stockfleths Gate 51
1393,Fridtjof Nansens Plass,4,160,Vika,Oslo,59.913219,10.734086,Fridtjof Nansens Plass 4
1394,Maridalsveien,9C,178,Fredensborg,Oslo,59.921577,10.751032,Maridalsveien 9C
1395,Hasleveien,31,575,Sindsen,Oslo,59.927946,10.786386,Hasleveien 31
1396,Maridalsveien,153,461,Torshov,Oslo,59.937536,10.756509,Maridalsveien 153
1397,Kirkeveien,64B,366,Majorstuen,Oslo,59.92917,10.71481,Kirkeveien 64B
1398,Fredensborgveien,30,177,hammer,Oslo,59.919894,10.748361,Fredensborgveien 30
1399,Bøkkerveien,4,579,Økern,Oslo,59.92698,10.793998,Bøkkerveien 4
1400,Dronning Mauds Gate,10,250,Vika,Oslo,59.912902,10.727376,Dronning Mauds Gate 10
1401,Neuberggata,2,367,Briskeby,Oslo,59.924776,10.713111,Neuberggata 2
1402,Storgata,5,155,St. Hanshaugen,Oslo,59.913199,10.748485,Storgata 5
1403,Sandakerveien,28,473,Torshov,Oslo,59.934582,10.76187,Sandakerveien 28
1404,Eiriks Gate,2,650,Grønland,Oslo,59.91161,10.771159,Eiriks Gate 2
1405,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1406,Toftes Gate,19,556,Torshov,Oslo,59.929486,10.76055,Toftes Gate 19
1407,Ekebergveien,103,1178,Ekeberg,Oslo,59.891199,10.775637,Ekebergveien 103
1408,Brugata,3,186,hammer,Oslo,59.914342,10.754069,Brugata 3
1409,Hesselbergs gate,6A,555,Torshov,Oslo,59.927938,10.761656,Hesselbergs gate 6A
1410,Langgata,2B,566,Enerhaugen,Oslo,59.924067,10.768339,Langgata 2B
1411,Middelthuns Gate,28,368,Majorstuen,Oslo,59.928119,10.708111,Middelthuns Gate 28
1412,Dronning Eufemias gate,12,191,Vaterland,Oslo,59.908208,10.757428,Dronning Eufemias gate 12
1413,Karenslyst Allé,55,277,Skøyen,Oslo,59.921501,10.67841,Karenslyst Allé 55
1414,Trondheimsveien,14A,560,Enerhaugen,Oslo,59.919653,10.76467,Trondheimsveien 14A
1415,Helgesens Gate,50,553,Enerhaugen,Oslo,59.923568,10.76582,Helgesens Gate 50
1416,Youngs Gate,4,181,hammer,Oslo,59.914549,10.751016,Youngs Gate 4
1417,Vulkan,7,178,Fredensborg,Oslo,59.922571,10.751958,Vulkan 7
1418,Maridalsveien,17,178,Fredensborg,Oslo,59.922637,10.751986,Maridalsveien 17
1419,Ankerveien,127,766,Holmenkollen,Oslo,59.962297,10.6388,Ankerveien 127
1420,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
1421,Parkveien,12,350,Homansbyen,Oslo,59.920818,10.728916,Parkveien 12
1422,Operagata,39,194,Vaterland,Oslo,59.906813,10.756127,Operagata 39
1423,Torggata,23,183,hammer,Oslo,59.91662,10.752774,Torggata 23
1424,Mariboes gate,20,183,hammer,Oslo,59.918151,10.752473,Hausmanns gate barnehage Espira
1425,Lille Stranden,10,252,Aker Brygge,Oslo,59.908422,10.723568,Lille Stranden 10
1426,Storgata,5,155,St. Hanshaugen,Oslo,59.913199,10.748485,Storgata 5
1427,Ullevålsveien,61,171,Bislett,Oslo,59.926514,10.738395,Ullevålsveien 61
1428,Brobekkveien,100,582,Økern,Oslo,59.928534,10.83127,Brobekkveien 100
1429,Sonja Henies Plass,3,185,Vaterland,Oslo,59.912658,10.756218,Sonja Henies Plass 3
1430,Hegdehaugsveien,1,352,Homansbyen,Oslo,59.920426,10.732837,Hegdehaugsveien 1
1431,Operagata,71B,194,Vaterland,Oslo,59.906266,10.757979,Operagata 71B
1432,Tordenskiolds Gate,6,160,Vika,Oslo,59.91278,10.736345,Tordenskiolds Gate 6
1433,Colbjørnsens gate,1,256,Ruselokka,Oslo,59.916851,10.722485,Colbjørnsens gate 1
1434,Hoffsveien,15,275,Smedstad,Oslo,59.9259,10.675415,Hoffsveien 15
1435,Trondheimsveien,12A,560,Enerhaugen,Oslo,59.919628,10.764339,Trondheimsveien 12A
1436,Dronning Eufemias gate,23,194,Vaterland,Oslo,59.907545,10.758183,Dronning Eufemias gate 23
1437,Schweigaards Gate,54,656,Grønland,Oslo,59.908629,10.769051,Schweigaards Gate 54
1438,,,0,,Oslo,60.041422,10.755485,Øyungsdammen Ø
1439,Kongeveien,5,787,Holmenkollen,Oslo,59.962632,10.666289,Kongeveien 5
1440,Høyenhallveien,64,678,Ryen,Oslo,59.900636,10.815478,Høyenhallveien 64
1441,Trondheimsveien,320,593,Erich Mogensøns Vei,Oslo,59.944078,10.833223,Trondheimsveien 320
1442,Hegdehaugsveien,31,352,Homansbyen,Oslo,59.92216,10.727241,Hegdehaugsveien 31
1443,Hammersborggata,9,181,hammer,Oslo,59.915036,10.752189,Hammersborggata 9
1444,Helgesens gate,44B,553,Enerhaugen,Oslo,59.923651,10.76505,Helgesens gate 44B
1445,Gydas Vei,4,363,Majorstuen,Oslo,59.932856,10.713572,Gydas Vei 4
1446,Thorvald Meyers Gate,32,555,Fredensborg,Oslo,59.924813,10.759517,Thorvald Meyers Gate 32
1447,Tøyengata,2,190,Vaterland,Oslo,59.91278,10.76392,Tøyengata 2
1448,Grefsenveien,57,487,Nydalen,Oslo,59.94536,10.780555,Grefsenveien 57
1449,Slemdalsveien,1,369,Majorstuen,Oslo,59.930309,10.715419,Slemdalsveien 1
1450,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
1451,Sognsveien,75,855,Sogn,Oslo,59.948522,10.734687,Sognsveien 75
1452,Fossumberget,49,983,Høybråten,Oslo,59.959257,10.933117,Fossumberget 49
1453,,,0,Skillebekk,Oslo,59.912647,10.711385,Skillebekkparken
1454,Stockfleths gate,60,461,Ila,Oslo,59.937482,10.751917,Stockfleths gate 60
1455,Calmeyers Gate,9,183,hammer,Oslo,59.916252,10.754487,Calmeyers Gate 9
1456,Calmeyers Gate,11,183,hammer,Oslo,59.916259,10.754683,Calmeyers Gate 11
1457,,,0,Ryen,Oslo,59.897698,10.814762,Manglerud senter
1458,Tollbugata,17,152,St. Hanshaugen,Oslo,59.910474,10.744385,Tollbugata 17
1459,Sommerrogata,1,255,Ruselokka,Oslo,59.915245,10.719612,Sommerrogata 1
1460,,,0,Skøyen,Oslo,59.91367,10.64475,Drammensveien 288
1461,St. Edmunds Vei,55,280,Smedstad,Oslo,59.925703,10.667545,St. Edmunds Vei 55
1462,Bygdøy Allé,59,265,Gimlé,Oslo,59.918587,10.705045,Bygdøy Allé 59
1463,Tjuvholmen Allé,5,252,Aker Brygge,Oslo,59.908463,10.7222,Tjuvholmen Allé 5
1464,Nydalsveien,33,484,Nydalen,Oslo,59.949113,10.766375,Nydalsveien 33
1465,Nydalen allé,55,485,Nydalen,Oslo,59.947863,10.771625,Nydalen allé 55
1466,Bernt Ankers gate,37,183,hammer,Oslo,59.917023,10.75027,Bernt Ankers gate 37
1467,Lofsrudveien,6,1281,Dal,Oslo,59.848419,10.829194,Lofsrudveien 6
1468,Landgangen,1,252,Aker Brygge,Oslo,59.907662,10.72105,Landgangen 1
1469,Tøyengata,1,190,Vaterland,Oslo,59.912629,10.764011,Tøyengata 1
1470,Frognerveien,33,263,Briskeby,Oslo,59.918948,10.710067,Frognerveien 33
1471,Sandakerveien,102D,484,Torshov,Oslo,59.944756,10.771561,Sandakerveien 102D
1472,Brugata,11,186,Vaterland,Oslo,59.913825,10.756473,Brugata 11
1473,Trondheimsveien,187,570,Hasle,Oslo,59.935021,10.780591,Trondheimsveien 187
1474,Rostockgata,64,194,Vaterland,Oslo,59.906162,10.760164,Rostockgata 64
1475,Storgata,5,155,St. Hanshaugen,Oslo,59.913199,10.748485,Storgata 5
1476,Dronningens gate,22,154,St. Hanshaugen,Oslo,59.910803,10.746863,Dronningens gate 22
1477,Grefsenveien,94B,492,Kjelsås,Oslo,59.956074,10.785267,Grefsenveien 94B
1478,Niels Juels Gate,25,257,Ruselokka,Oslo,59.916087,10.714144,Niels Juels Gate 25
1479,Youngstorget,6,181,hammer,Oslo,59.915121,10.748418,Youngstorget 6
1480,Sørkedalsveien,1,369,Majorstuen,Oslo,59.929923,10.713789,Sørkedalsveien 1
1481,Rådhusbrygge 2,1,160,Vika,Oslo,59.909989,10.732819,Rådhusbrygge 2 1
1482,Schweigaards Gate,54,656,Grønland,Oslo,59.908629,10.769051,Schweigaards Gate 54
1483,Skinnerbakken,7,198,Bekkelaget,Oslo,59.865115,10.750253,Skinnerbakken 7
1484,Storgata,22,184,hammer,Oslo,59.913837,10.751555,Storgata 22
1485,Tordenskiolds Gate,1,160,Vika,Oslo,59.913277,10.736424,Tordenskiolds Gate 1
1486,Økernveien,9,653,Grønland,Oslo,59.914864,10.77617,Økernveien 9
1487,Youngstorget,6,181,hammer,Oslo,59.915121,10.748418,Youngstorget 6
1488,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
1489,St. Halvards gate,33,192,Gamle Oslo,Oslo,59.906048,10.77516,St. Halvards gate 33
1490,Munkedamsveien,29,250,Aker Brygge,Oslo,59.91217,10.726725,Munkedamsveien 29
1491,Stenersgata,1,50,Vaterland,Oslo,59.913019,10.752913,Stenersgata 1
1492,Karenslyst Allé,2,278,Gimlé,Oslo,59.918396,10.686283,Karenslyst Allé 2
1493,Henrik Ibsens gate,100,255,Ruselokka,Oslo,59.914153,10.718812,Henrik Ibsens gate 100
